annual_income,monthly_income,income_bracket,lifestyle,housing,food_groceries,food_dining,transport,entertainment,healthcare,subscriptions,clothing,utilities,fitness,coffee,total_monthly_expenses,monthly_savings,savings_rate
22089.37,1840.78,low,luxury,649.11,105.74,96.54,257.64,354.26,81.09,57.24,60.08,141.78,0,30.12,1833.6,7.18,0.0039
21183.67,1765.31,low,luxury,703.91,102.67,94.78,302.53,344.01,95.4,116.13,103.68,169.28,100,70.88,2203.29,0.0,0.0
28303.75,2358.65,low,luxury,854.75,176.54,125.4,329.53,400.12,53.04,57.08,116.37,216.85,60,73.97,2463.65,0.0,0.0
26261.54,2188.46,low,luxury,762.08,181.86,102.08,267.78,349.1,118.08,55.39,89.26,242.62,100,76.18,2344.45,0.0,0.0
19701.42,1641.79,low,luxury,539.44,110.55,88.53,222.69,334.92,53.05,100.38,64.47,243.99,30,59.41,1847.43,0.0,0.0
29532.92,2461.08,low,luxury,862.76,174.29,102.93,380.21,448.86,82.34,90.78,100.04,153.41,150,42.1,2587.72,0.0,0.0
15406.56,1283.88,low,luxury,477.56,89.78,67.91,167.79,202.61,36.23,20.43,26.56,123.56,60,15.14,1287.58,0.0,0.0
15934.5,1327.87,low,luxury,507.55,98.38,64.09,193.22,238.34,41.97,77.25,64.62,235.1,60,31.06,1611.57,0.0,0.0
31462.68,2621.89,low,luxury,1210.18,195.53,147.93,402.82,450.72,64.84,103.36,93.4,107.52,60,75.8,2912.09,0.0,0.0
30595.2,2549.6,low,luxury,967.01,192.22,109.43,448.5,420.0,100.68,97.74,99.93,70.23,100,57.87,2663.61,0.0,0.0
27108.57,2259.05,low,luxury,983.23,160.88,94.64,347.66,428.38,51.18,77.84,99.54,242.34,0,4.2,2489.89,0.0,0.0
15570.57,1297.55,low,luxury,536.7,86.7,70.52,194.02,224.21,75.29,111.37,67.79,222.42,30,68.94,1687.95,0.0,0.0
25122.34,2093.53,low,luxury,720.35,139.77,118.78,320.94,364.56,79.4,21.42,51.12,191.72,30,42.69,2080.75,12.78,0.0061
34499.61,2874.97,low,luxury,941.25,215.34,142.17,427.99,557.46,70.73,44.02,171.14,136.3,0,58.85,2765.24,109.73,0.0382
28054.94,2337.91,low,luxury,858.01,183.71,118.38,350.49,395.98,68.82,91.51,107.45,206.44,60,53.16,2493.95,0.0,0.0
34568.82,2880.73,low,luxury,1213.46,212.47,141.25,471.37,507.7,97.66,50.58,131.29,175.44,100,37.2,3138.42,0.0,0.0
18801.97,1566.83,low,luxury,669.46,120.8,79.21,225.44,251.17,67.73,104.8,83.3,103.46,150,17.23,1872.59,0.0,0.0
22309.31,1859.11,low,luxury,689.93,145.29,84.47,319.33,351.49,36.24,65.82,78.2,166.53,30,84.33,2051.64,0.0,0.0
34117.08,2843.09,low,luxury,1071.13,206.98,121.67,425.16,455.6,143.15,111.7,77.7,246.09,150,14.92,3024.08,0.0,0.0
31621.75,2635.15,low,luxury,1004.31,179.69,118.34,461.59,450.4,162.89,99.55,107.16,111.29,60,26.81,2782.03,0.0,0.0
26561.46,2213.45,low,luxury,951.2,172.86,111.02,290.61,420.18,105.3,48.68,58.93,151.53,60,73.4,2443.72,0.0,0.0
27601.48,2300.12,low,luxury,927.51,147.55,101.13,370.1,396.37,132.76,31.7,81.28,180.49,0,6.61,2375.51,0.0,0.0
26920.54,2243.38,low,luxury,983.14,163.27,105.82,334.26,418.15,95.61,54.67,94.62,172.09,0,23.65,2445.27,0.0,0.0
31820.59,2651.72,low,luxury,1007.74,221.08,123.82,393.19,527.84,86.44,32.53,129.16,82.3,30,46.77,2680.85,0.0,0.0
16007.48,1333.96,low,luxury,514.05,89.26,69.86,198.18,229.97,55.81,45.66,59.96,158.76,60,25.51,1507.03,0.0,0.0
15223.14,1268.6,low,luxury,490.79,81.83,62.58,169.9,241.93,62.43,118.55,43.5,110.22,0,19.75,1401.47,0.0,0.0
24653.62,2054.47,low,luxury,778.8,164.95,100.54,325.81,366.24,41.97,22.85,127.82,117.94,60,20.89,2127.8,0.0,0.0
25057.51,2088.13,low,luxury,828.27,147.9,99.83,337.7,426.36,44.81,88.21,54.41,217.51,30,16.13,2291.12,0.0,0.0
31633.77,2636.15,low,luxury,980.33,163.51,132.13,433.33,414.15,137.14,62.42,69.95,131.33,30,67.4,2621.7,14.45,0.0055
17118.85,1426.57,low,luxury,612.21,106.04,64.97,219.51,283.61,45.51,26.64,34.13,233.16,100,58.4,1784.19,0.0,0.0
24111.17,2009.26,low,luxury,841.13,142.88,96.89,305.71,354.82,84.96,71.48,103.73,61.04,60,9.6,2132.23,0.0,0.0
17289.22,1440.77,low,luxury,500.62,114.05,72.18,237.7,254.03,28.11,86.24,42.09,134.56,150,72.36,1691.96,0.0,0.0
16692.16,1391.01,low,luxury,554.35,110.57,63.86,215.79,248.76,69.98,52.9,36.94,207.55,60,61.2,1681.89,0.0,0.0
19485.18,1623.77,low,luxury,600.78,100.51,84.75,249.31,287.67,81.47,34.44,62.77,215.51,30,14.73,1761.92,0.0,0.0
24306.47,2025.54,low,luxury,885.95,130.49,92.55,298.98,393.93,119.7,30.53,91.59,60.45,150,75.87,2330.03,0.0,0.0
18228.06,1519.0,low,luxury,697.79,126.08,77.51,226.24,290.99,44.76,49.89,28.09,80.61,30,19.55,1671.51,0.0,0.0
24114.33,2009.53,low,luxury,677.93,145.82,97.34,322.64,354.32,68.16,71.54,62.47,104.44,60,73.48,2038.14,0.0,0.0
16755.81,1396.32,low,luxury,626.0,115.23,73.56,204.81,250.26,61.08,86.81,40.43,78.33,30,52.67,1619.17,0.0,0.0
17158.0,1429.83,low,luxury,637.13,83.24,66.76,218.96,220.47,49.21,110.14,67.53,127.74,100,36.88,1718.06,0.0,0.0
33861.26,2821.77,low,luxury,1203.91,210.09,134.65,430.23,565.18,129.12,57.33,64.27,136.68,60,19.06,3010.51,0.0,0.0
30455.76,2537.98,low,luxury,1027.15,178.13,117.48,377.11,455.34,119.18,93.09,141.16,153.94,150,73.35,2885.92,0.0,0.0
22153.26,1846.1,low,luxury,723.44,129.15,81.68,288.22,328.0,88.05,116.81,99.28,108.4,100,76.09,2139.11,0.0,0.0
32862.97,2738.58,low,luxury,1155.64,185.29,136.79,414.5,490.67,134.07,22.51,83.53,185.04,100,32.9,2940.93,0.0,0.0
21165.42,1763.79,low,luxury,542.01,131.5,84.21,282.78,336.62,95.01,43.88,41.72,86.13,100,13.54,1757.4,6.38,0.0036
23755.57,1979.63,low,luxury,738.48,132.76,100.7,257.01,354.99,54.73,106.81,57.08,192.84,100,59.37,2154.77,0.0,0.0
34917.76,2909.81,low,luxury,1117.8,216.08,133.8,369.08,536.16,120.68,72.29,69.78,97.44,60,74.57,2867.68,42.13,0.0145
19762.74,1646.9,low,luxury,539.36,129.14,68.23,253.14,352.31,40.95,108.05,65.98,65.3,60,3.73,1686.18,0.0,0.0
22479.93,1873.33,low,luxury,656.41,138.44,90.96,306.86,286.8,89.97,81.56,58.4,117.4,0,15.74,1842.53,30.8,0.0164
28609.41,2384.12,low,luxury,1041.92,143.79,126.56,373.36,407.79,95.52,36.06,57.93,172.92,60,46.71,2562.56,0.0,0.0
32531.21,2710.93,low,luxury,1153.58,191.42,147.85,354.89,490.62,88.15,78.79,169.31,188.8,60,12.6,2936.02,0.0,0.0
16773.02,1397.75,low,luxury,605.72,94.95,63.94,203.18,265.38,56.73,110.09,58.23,163.16,60,24.9,1706.27,0.0,0.0
21301.86,1775.15,low,luxury,828.27,139.75,91.97,262.95,277.63,39.32,101.03,104.87,123.65,150,79.59,2199.05,0.0,0.0
30781.68,2565.14,low,luxury,1007.13,139.17,105.93,367.96,437.15,162.14,92.43,80.2,101.89,60,24.2,2578.2,0.0,0.0
19426.62,1618.88,low,luxury,693.13,127.31,82.03,242.27,307.55,42.54,50.46,92.92,245.47,100,49.97,2033.64,0.0,0.0
15070.17,1255.85,low,luxury,604.63,90.71,56.28,178.5,240.17,30.95,55.33,74.32,167.56,30,67.11,1595.56,0.0,0.0
25083.97,2090.33,low,luxury,869.13,135.13,94.34,302.15,371.19,104.6,47.01,98.13,110.98,0,80.56,2213.22,0.0,0.0
31541.76,2628.48,low,luxury,1116.76,205.34,119.41,432.73,413.55,156.44,98.13,158.9,101.15,100,36.69,2939.1,0.0,0.0
29179.59,2431.63,low,luxury,901.66,171.89,117.05,349.93,409.52,98.84,60.41,124.99,61.85,60,76.97,2433.12,0.0,0.0
31846.09,2653.84,low,luxury,1052.91,159.83,121.08,404.43,474.02,92.91,58.5,132.56,65.11,100,17.31,2678.66,0.0,0.0
24158.91,2013.24,low,luxury,771.24,164.24,110.36,318.27,375.17,124.14,20.96,87.27,169.39,0,17.64,2158.69,0.0,0.0
32750.14,2729.18,low,luxury,1145.27,198.24,126.95,460.63,487.23,102.65,111.77,91.99,145.03,30,39.95,2939.71,0.0,0.0
23373.81,1947.82,low,luxury,783.93,140.76,103.03,291.41,325.98,75.13,45.0,60.46,132.66,30,47.47,2035.83,0.0,0.0
17927.98,1494.0,low,luxury,558.99,102.35,59.17,258.85,289.18,58.76,117.33,84.46,108.24,60,29.46,1726.8,0.0,0.0
25587.14,2132.26,low,luxury,824.58,149.98,108.21,322.82,396.76,84.95,65.65,89.05,146.17,60,6.52,2254.7,0.0,0.0
26916.23,2243.02,low,luxury,929.35,163.38,105.04,303.92,357.35,91.79,28.9,109.01,109.26,0,16.95,2214.97,28.05,0.0125
20839.85,1736.65,low,luxury,764.71,128.88,75.64,251.07,279.49,46.7,54.32,54.27,144.91,0,11.83,1811.83,0.0,0.0
15856.69,1321.39,low,luxury,466.7,92.37,54.34,184.96,271.18,50.25,24.49,38.85,232.56,100,6.53,1522.22,0.0,0.0
18023.36,1501.95,low,luxury,647.03,103.8,67.27,210.68,256.15,54.99,71.45,66.28,83.11,100,79.45,1740.2,0.0,0.0
25172.98,2097.75,low,luxury,769.74,151.28,109.17,306.42,351.87,84.93,48.64,71.23,241.55,0,48.26,2183.07,0.0,0.0
26205.62,2183.8,low,luxury,917.91,156.16,107.43,347.56,396.88,108.51,119.41,57.33,103.75,30,44.35,2389.3,0.0,0.0
34929.2,2910.77,low,luxury,1247.63,215.14,134.09,400.71,506.95,171.93,112.65,112.76,182.99,30,23.63,3138.48,0.0,0.0
17077.26,1423.1,low,luxury,497.98,105.47,66.03,204.29,256.72,50.7,98.77,57.25,312.04,60,27.9,1737.16,0.0,0.0
21491.1,1790.93,low,luxury,690.9,130.27,96.88,282.12,291.33,47.42,119.52,97.56,95.22,0,35.52,1886.74,0.0,0.0
22987.79,1915.65,low,luxury,826.11,132.07,94.56,281.54,409.7,107.56,54.78,76.62,183.75,30,36.14,2232.82,0.0,0.0
16008.75,1334.06,low,luxury,577.32,97.74,70.88,194.47,272.62,58.1,35.12,52.87,65.63,60,10.58,1495.34,0.0,0.0
30112.39,2509.37,low,luxury,1059.0,177.67,110.28,366.21,466.25,82.03,54.08,51.42,157.01,0,71.45,2595.4,0.0,0.0
24046.5,2003.87,low,luxury,840.07,135.79,87.36,280.77,359.28,46.98,64.7,44.99,165.67,100,4.89,2130.5,0.0,0.0
22333.61,1861.13,low,luxury,671.34,159.29,85.27,259.03,306.57,86.75,74.89,67.95,163.67,0,56.89,1931.64,0.0,0.0
26673.16,2222.76,low,luxury,941.84,175.84,104.03,316.8,338.05,64.8,54.52,117.57,165.56,30,71.12,2380.12,0.0,0.0
24726.34,2060.53,low,luxury,797.06,154.31,106.58,308.82,337.15,90.68,59.25,57.25,161.89,60,10.39,2143.37,0.0,0.0
34143.14,2845.26,low,luxury,1053.37,189.09,150.01,449.37,506.82,74.18,39.62,57.42,76.21,30,63.46,2689.56,155.71,0.0547
28499.93,2374.99,low,luxury,943.23,180.72,108.45,345.79,459.11,65.33,34.41,117.66,157.81,100,43.12,2555.63,0.0,0.0
20640.82,1720.07,low,luxury,646.44,111.11,82.69,278.09,295.4,82.81,52.53,88.35,110.92,100,5.54,1853.88,0.0,0.0
23918.15,1993.18,low,luxury,899.83,154.73,80.4,319.47,350.49,79.86,86.73,86.09,235.4,0,41.05,2334.05,0.0,0.0
32071.59,2672.63,low,luxury,1052.34,204.59,122.13,428.2,432.83,59.86,68.99,89.87,160.74,150,34.64,2804.2,0.0,0.0
34800.68,2900.06,low,luxury,1099.79,217.83,137.07,439.91,544.94,186.9,96.22,142.22,165.25,150,32.96,3213.08,0.0,0.0
16765.38,1397.11,low,luxury,526.15,106.04,62.17,210.8,262.74,65.09,69.81,71.29,67.34,0,83.19,1524.62,0.0,0.0
26797.17,2233.1,low,luxury,835.34,170.96,112.8,348.92,460.81,129.51,86.46,125.49,65.87,150,66.83,2552.98,0.0,0.0
17124.28,1427.02,low,luxury,602.46,93.69,63.6,189.2,282.25,49.36,75.77,51.75,127.04,60,5.93,1601.04,0.0,0.0
16401.06,1366.75,low,luxury,604.04,112.14,65.34,195.6,277.41,64.83,99.27,67.22,271.19,60,55.91,1872.96,0.0,0.0
31798.79,2649.9,low,luxury,984.75,183.23,112.22,370.72,468.86,86.08,69.62,79.6,184.03,60,34.68,2633.79,16.11,0.0061
26843.5,2236.96,low,luxury,846.05,172.3,101.94,343.34,405.96,93.06,58.24,71.06,90.33,30,42.38,2254.65,0.0,0.0
32957.23,2746.44,low,luxury,1210.35,205.98,148.77,438.93,524.39,121.32,51.62,97.36,68.21,30,79.58,2976.51,0.0,0.0
26328.95,2194.08,low,luxury,902.36,137.38,91.78,330.72,387.39,56.73,74.92,100.12,90.3,100,2.94,2274.64,0.0,0.0
25138.4,2094.87,low,luxury,833.83,143.12,111.51,332.26,371.8,70.0,28.07,90.87,106.11,60,4.96,2152.53,0.0,0.0
32799.31,2733.28,low,luxury,1160.79,178.51,133.19,456.35,478.22,73.66,59.86,132.57,169.33,60,20.91,2923.38,0.0,0.0
22465.79,1872.15,low,luxury,755.67,128.51,101.22,275.28,328.89,55.3,96.54,111.16,229.96,30,38.54,2151.07,0.0,0.0
34877.67,2906.47,low,luxury,1040.47,202.89,137.88,455.8,565.56,161.02,86.77,108.2,180.09,30,29.72,2998.39,0.0,0.0
26025.67,2168.81,low,luxury,891.03,139.52,96.87,288.6,398.07,105.88,71.27,132.95,253.68,30,39.76,2447.64,0.0,0.0
32704.2,2725.35,low,luxury,1148.78,212.6,133.19,375.09,517.48,121.66,104.95,100.42,170.27,0,30.54,2914.98,0.0,0.0
22231.01,1852.58,low,luxury,806.37,148.85,89.16,178.61,313.63,119.04,116.74,80.41,91.73,100,4.3,2048.84,0.0,0.0
24326.31,2027.19,low,luxury,829.82,143.12,98.72,299.48,340.63,67.14,109.58,92.8,205.44,100,27.15,2313.88,0.0,0.0
34916.0,2909.67,low,luxury,1027.21,194.86,147.82,394.52,480.14,61.1,56.96,79.09,73.16,60,21.93,2596.8,312.87,0.1075
21095.84,1757.99,low,luxury,600.79,131.65,82.94,236.4,315.71,95.61,27.76,82.43,70.3,30,8.4,1681.98,76.01,0.0432
18512.46,1542.7,low,luxury,639.15,117.92,77.81,214.98,299.93,59.88,101.93,48.54,151.52,0,79.34,1791.0,0.0,0.0
17426.37,1452.2,low,luxury,613.68,107.16,67.15,208.4,267.96,62.26,25.38,73.66,97.97,60,63.16,1646.8,0.0,0.0
16974.81,1414.57,low,luxury,529.55,90.31,69.26,205.79,265.52,52.87,85.52,53.67,218.21,100,51.7,1722.38,0.0,0.0
29087.22,2423.93,low,luxury,1030.83,167.23,103.03,425.79,426.16,133.28,24.05,86.64,181.73,30,70.58,2679.33,0.0,0.0
23069.24,1922.44,low,luxury,735.5,141.25,96.92,271.71,422.38,41.23,72.59,78.2,193.47,30,28.92,2112.18,0.0,0.0
31941.8,2661.82,low,luxury,1095.44,176.27,116.65,472.14,560.74,84.23,73.83,49.78,176.89,100,42.43,2948.39,0.0,0.0
19094.95,1591.25,low,luxury,742.15,126.4,77.45,244.48,270.65,83.97,26.21,79.19,205.51,30,19.18,1905.19,0.0,0.0
21490.36,1790.86,low,luxury,796.71,129.91,72.87,268.35,338.12,55.3,75.89,38.34,205.14,60,47.58,2088.21,0.0,0.0
22066.32,1838.86,low,luxury,745.3,120.41,95.21,283.37,389.34,39.77,83.22,110.05,237.9,150,69.87,2324.44,0.0,0.0
27197.18,2266.43,low,luxury,839.55,168.61,92.37,332.27,469.48,58.63,52.22,81.95,217.86,0,54.26,2367.19,0.0,0.0
28151.53,2345.96,low,luxury,826.95,167.77,125.71,345.8,413.19,125.92,53.81,48.92,277.12,100,31.67,2516.87,0.0,0.0
25825.46,2152.12,low,luxury,757.86,157.6,104.26,296.56,377.0,62.37,77.79,80.8,231.99,30,18.87,2195.1,0.0,0.0
20153.54,1679.46,low,luxury,539.35,122.18,82.11,297.15,314.06,63.88,99.7,78.97,151.44,60,59.72,1868.57,0.0,0.0
26117.36,2176.45,low,luxury,904.44,143.53,103.91,294.08,358.26,89.41,109.72,120.53,134.95,100,54.56,2413.39,0.0,0.0
22587.41,1882.28,low,luxury,831.63,121.61,91.8,277.12,377.25,85.53,82.67,57.12,71.12,30,69.68,2095.54,0.0,0.0
19095.55,1591.3,low,luxury,616.46,110.79,79.76,244.95,263.31,68.98,49.4,83.65,88.19,150,54.42,1809.89,0.0,0.0
17673.9,1472.82,low,luxury,617.15,114.96,70.18,196.09,279.31,35.56,64.38,41.43,209.78,60,60.78,1749.62,0.0,0.0
30155.95,2513.0,low,luxury,832.54,202.95,129.07,356.7,455.8,67.4,23.85,153.12,262.47,0,22.31,2506.21,6.79,0.0027
21504.63,1792.05,low,luxury,717.69,134.92,72.63,258.07,370.11,61.0,32.21,99.93,130.66,60,0.28,1937.48,0.0,0.0
33759.44,2813.29,low,luxury,1095.27,170.21,110.91,460.94,505.81,63.97,66.43,131.38,238.5,100,5.16,2948.58,0.0,0.0
17389.72,1449.14,low,luxury,622.34,100.11,71.97,158.81,274.77,87.35,53.19,65.73,139.39,0,59.24,1632.91,0.0,0.0
34161.38,2846.78,low,luxury,1000.25,202.95,130.36,494.93,519.55,170.37,78.12,96.64,232.97,60,72.74,3058.87,0.0,0.0
24861.62,2071.8,low,luxury,865.33,141.35,97.59,326.1,351.78,126.09,97.99,124.59,230.86,150,24.45,2536.12,0.0,0.0
15172.04,1264.34,low,luxury,464.47,79.79,61.93,186.82,235.96,41.59,48.66,47.58,212.56,100,4.39,1483.75,0.0,0.0
33687.33,2807.28,low,luxury,1117.34,178.17,135.93,395.63,399.42,61.19,83.3,123.03,206.38,60,45.7,2806.07,1.2,0.0004
32579.04,2714.92,low,luxury,1175.13,182.32,122.75,412.73,534.18,74.94,81.8,114.26,72.58,30,74.55,2875.25,0.0,0.0
15163.42,1263.62,low,luxury,520.07,86.72,65.02,175.08,218.0,33.99,46.72,66.89,210.05,0,4.74,1427.28,0.0,0.0
30195.41,2516.28,low,luxury,1197.88,169.77,113.93,373.75,480.34,58.65,80.52,90.57,190.23,60,57.71,2873.34,0.0,0.0
26848.48,2237.37,low,luxury,1005.4,142.94,116.13,383.81,403.68,127.67,89.72,61.08,158.87,100,67.01,2656.31,0.0,0.0
30076.6,2506.38,low,luxury,1163.67,199.58,111.05,359.89,443.62,149.68,38.46,138.78,111.92,100,15.27,2831.92,0.0,0.0
31620.49,2635.04,low,luxury,956.06,199.62,129.8,387.77,485.76,112.66,107.55,145.7,173.02,150,83.15,2931.1,0.0,0.0
19709.95,1642.5,low,luxury,634.02,119.64,76.94,205.41,284.02,54.31,25.73,47.89,131.87,60,50.39,1690.21,0.0,0.0
25929.4,2160.78,low,luxury,798.52,151.73,99.7,284.76,437.77,105.51,109.88,93.12,91.38,100,79.32,2351.69,0.0,0.0
32424.55,2702.05,low,luxury,1208.83,186.89,113.43,399.83,464.43,66.1,115.39,104.13,129.6,60,64.52,2913.15,0.0,0.0
22977.12,1914.76,low,luxury,875.9,142.71,90.66,275.69,369.77,44.96,47.14,91.74,62.42,150,59.32,2210.33,0.0,0.0
32682.9,2723.58,low,luxury,1200.73,192.4,127.57,443.45,545.16,82.99,91.65,155.28,135.62,0,51.63,3026.49,0.0,0.0
26246.34,2187.2,low,luxury,831.35,148.23,115.79,303.76,372.7,117.79,32.34,118.63,76.98,0,2.43,2119.99,67.21,0.0307
22253.31,1854.44,low,luxury,800.41,147.4,86.71,274.17,327.19,41.51,67.56,43.05,217.41,150,23.87,2179.28,0.0,0.0
23640.11,1970.01,low,luxury,794.47,140.06,89.19,296.98,378.88,78.48,80.83,88.05,115.51,100,39.55,2202.0,0.0,0.0
15422.43,1285.2,low,luxury,463.08,97.93,60.33,186.83,219.44,61.08,88.7,69.78,173.5,100,18.52,1539.2,0.0,0.0
15401.65,1283.47,low,luxury,472.72,95.42,67.18,198.18,258.17,56.06,40.7,39.29,89.41,60,22.15,1399.28,0.0,0.0
25974.94,2164.58,low,luxury,954.87,142.9,103.6,306.4,397.09,124.54,42.07,107.71,154.1,60,75.12,2468.41,0.0,0.0
22285.85,1857.15,low,luxury,742.24,120.59,93.61,238.38,385.77,109.49,114.93,62.35,85.23,30,38.16,2020.74,0.0,0.0
26559.84,2213.32,low,luxury,923.06,148.92,112.11,341.0,458.3,106.41,86.25,110.91,189.01,150,30.37,2656.35,0.0,0.0
34285.97,2857.16,low,luxury,1045.05,200.84,139.48,438.09,524.32,113.15,33.3,122.41,176.67,100,66.73,2960.04,0.0,0.0
17560.99,1463.42,low,luxury,587.63,102.95,71.75,244.62,273.06,72.49,74.22,67.84,181.05,60,45.43,1781.05,0.0,0.0
26262.84,2188.57,low,luxury,822.2,171.46,93.58,286.47,381.43,59.25,30.92,105.49,235.98,0,29.44,2216.24,0.0,0.0
18236.57,1519.71,low,luxury,662.96,91.62,85.19,204.37,229.57,36.69,90.74,76.13,175.26,100,52.38,1804.91,0.0,0.0
15937.87,1328.16,low,luxury,689.7,101.54,64.3,209.95,227.53,52.05,26.96,40.01,135.13,30,22.67,1599.84,0.0,0.0
16823.29,1401.94,low,luxury,576.63,106.61,74.74,237.26,276.28,72.97,111.17,69.38,147.74,0,66.39,1739.15,0.0,0.0
15095.43,1257.95,low,luxury,581.96,83.11,59.9,177.39,226.12,49.01,28.27,46.43,232.12,100,70.25,1654.55,0.0,0.0
20558.79,1713.23,low,luxury,656.38,114.72,86.1,230.11,351.75,46.04,67.25,114.05,128.32,100,9.36,1904.08,0.0,0.0
29700.92,2475.08,low,luxury,978.49,189.48,128.14,336.26,422.94,128.97,52.97,113.28,165.93,60,83.57,2660.03,0.0,0.0
33293.48,2774.46,low,luxury,1104.83,198.08,123.44,396.96,471.19,61.09,53.38,151.4,70.74,100,5.17,2736.27,38.18,0.0138
34050.16,2837.51,low,luxury,1281.06,200.62,135.17,445.84,543.92,121.25,64.16,146.11,133.45,0,19.53,3091.11,0.0,0.0
16963.91,1413.66,low,luxury,583.9,101.03,73.7,229.56,281.84,77.73,59.73,49.38,174.7,100,35.81,1767.39,0.0,0.0
15044.44,1253.7,low,luxury,521.39,71.51,61.28,172.32,240.0,48.21,32.55,48.45,215.09,100,70.0,1580.8,0.0,0.0
23473.49,1956.12,low,luxury,674.8,138.64,93.07,296.66,336.44,117.55,89.29,104.53,99.08,0,33.65,1983.7,0.0,0.0
27032.93,2252.74,low,luxury,998.29,149.27,110.67,349.07,411.65,58.14,113.4,122.82,93.58,150,39.68,2596.58,0.0,0.0
29443.49,2453.62,low,luxury,920.97,177.11,108.01,342.24,474.74,148.94,81.29,96.36,173.93,100,60.5,2684.09,0.0,0.0
34950.65,2912.55,low,luxury,1189.39,219.49,142.03,440.19,507.59,160.08,60.54,85.99,122.84,60,55.45,3043.59,0.0,0.0
34690.56,2890.88,low,luxury,1256.6,171.96,146.87,435.58,493.06,91.97,71.68,93.82,170.67,100,77.97,3110.18,0.0,0.0
26804.09,2233.67,low,luxury,932.04,135.63,108.19,292.89,400.83,128.79,113.43,79.27,163.33,30,41.47,2425.88,0.0,0.0
31704.47,2642.04,low,luxury,1078.87,178.18,133.07,456.16,481.34,134.75,33.54,155.55,75.02,30,3.66,2760.13,0.0,0.0
17776.71,1481.39,low,luxury,620.31,103.68,74.6,216.3,285.15,52.58,87.51,47.21,171.33,60,29.29,1747.97,0.0,0.0
18958.36,1579.86,low,luxury,727.72,110.31,72.78,222.76,266.96,42.38,32.56,45.15,180.92,0,38.33,1739.89,0.0,0.0
31839.65,2653.3,low,luxury,1066.97,180.45,138.23,453.34,471.34,118.72,96.36,96.37,152.81,100,70.34,2944.93,0.0,0.0
24364.79,2030.4,low,luxury,908.52,159.95,96.42,301.95,346.23,93.18,78.01,71.71,216.03,30,32.74,2334.75,0.0,0.0
22866.54,1905.55,low,luxury,692.19,128.96,91.55,266.94,287.12,121.22,77.01,53.18,243.7,30,19.26,2011.14,0.0,0.0
31120.41,2593.37,low,luxury,1053.36,177.73,113.47,404.19,505.81,97.16,72.32,115.4,115.63,100,51.24,2806.3,0.0,0.0
19658.17,1638.18,low,luxury,628.7,140.82,84.57,235.4,323.48,59.13,73.1,97.54,83.79,30,25.1,1781.63,0.0,0.0
23626.99,1968.92,low,luxury,784.22,135.8,110.23,289.35,386.59,76.55,40.27,59.67,203.13,60,12.12,2157.93,0.0,0.0
24748.89,2062.41,low,luxury,869.72,163.37,101.51,321.47,334.56,92.34,61.55,104.95,93.94,60,24.23,2227.63,0.0,0.0
30951.28,2579.27,low,luxury,973.21,185.96,124.65,391.0,408.96,152.96,85.32,90.37,89.86,100,10.28,2612.56,0.0,0.0
30551.74,2545.98,low,luxury,826.37,190.32,123.44,323.54,432.66,139.96,91.3,141.36,98.25,100,55.02,2522.23,23.75,0.0093
26323.0,2193.58,low,luxury,805.6,155.22,110.13,306.43,366.39,67.32,27.09,79.7,100.37,60,76.01,2154.27,39.31,0.0179
18613.61,1551.13,low,luxury,709.12,108.04,73.37,221.15,236.19,53.01,30.6,43.86,154.26,100,46.12,1775.71,0.0,0.0
18181.02,1515.08,low,luxury,681.66,117.75,71.28,217.14,297.94,41.12,61.51,64.28,188.33,30,14.98,1785.99,0.0,0.0
25157.27,2096.44,low,luxury,729.61,165.41,94.13,353.25,397.11,64.52,48.94,136.22,106.02,30,40.01,2165.21,0.0,0.0
17858.86,1488.24,low,luxury,628.48,111.13,70.28,210.21,283.36,46.99,33.24,40.0,62.73,30,68.01,1584.41,0.0,0.0
17865.11,1488.76,low,luxury,670.36,103.18,80.26,260.9,260.48,59.27,45.84,70.12,214.05,30,33.41,1827.86,0.0,0.0
22152.64,1846.05,low,luxury,638.08,124.2,84.78,261.19,338.94,98.78,91.98,68.86,183.56,100,60.41,2050.77,0.0,0.0
34146.28,2845.52,low,luxury,1128.57,214.83,130.9,421.79,463.93,110.49,111.06,86.26,180.8,0,14.29,2862.92,0.0,0.0
32257.25,2688.1,low,luxury,955.31,202.32,118.86,402.88,401.39,135.07,47.3,105.12,172.94,100,24.38,2665.56,22.54,0.0084
18839.59,1569.97,low,luxury,581.13,118.38,71.17,228.07,283.1,47.25,72.3,51.96,158.84,60,47.96,1720.17,0.0,0.0
19126.31,1593.86,low,luxury,619.78,125.53,78.38,221.95,265.19,61.08,108.38,81.45,164.85,150,38.93,1915.53,0.0,0.0
29532.27,2461.02,low,luxury,1078.19,181.14,138.27,400.41,444.52,136.25,36.53,87.02,128.32,60,4.08,2694.74,0.0,0.0
34512.63,2876.05,low,luxury,1254.05,203.1,143.82,398.6,545.09,85.76,68.62,70.04,102.66,60,28.9,2960.63,0.0,0.0
30491.82,2540.99,low,luxury,1096.51,175.75,110.31,416.99,460.62,73.09,91.19,97.77,151.78,100,61.43,2835.45,0.0,0.0
28218.38,2351.53,low,luxury,917.91,154.94,111.96,321.84,404.64,146.11,24.52,57.8,163.77,0,74.05,2377.54,0.0,0.0
